BRAND,MODEL,VARIANT,MPG,TRANSMISSION,DOORS,SUBMODEL,MSRP
Chevrolet,Sonic,LT 4dr Hatchback (1.8L 4cyl 5M),Highway:35;City:26,MANUAL,4,Sonic Hatchback,16380
Chevrolet,Spark EV,1LT 4dr Hatchback (electric DD),Highway:109;City:128,DIRECT DRIVE,4,Spark EV Hatchback,26685
Chevrolet,Spark EV,2LT 4dr Hatchback (electric DD),Highway:109;City:128,DIRECT DRIVE,4,Spark EV Hatchback,27010
Chevrolet,Traverse,LTZ 4dr SUV (3.6L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Traverse SUV,41255
Chevrolet,Traverse,LT 4dr SUV AWD w/2LT (3.6L 6cyl 6A),Highway:23;City:16,AUTOMATIC,4,Traverse SUV,38865
Chevrolet,Traverse,LS 4dr SUV AWD (3.6L 6cyl 6A),Highway:23;City:16,AUTOMATIC,4,Traverse SUV,32795
Chevrolet,Traverse,LTZ 4dr SUV AWD (3.6L 6cyl 6A),Highway:23;City:16,AUTOMATIC,4,Traverse SUV,43255
Chevrolet,Traverse,LT 4dr SUV AWD w/1LT (3.6L 6cyl 6A),Highway:23;City:16,AUTOMATIC,4,Traverse SUV,36010
Chevrolet,Traverse,LT 4dr SUV w/2LT (3.6L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Traverse SUV,36865
Chevrolet,Traverse,LT 4dr SUV w/1LT (3.6L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Traverse SUV,34010
Chevrolet,Traverse,LS 4dr SUV (3.6L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Traverse SUV,30795
Chrysler,200,Limited 2dr Convertible (3.6L 6cyl 6A),Highway:29;City:19,AUTOMATIC,2,200 Convertible,32945
Chrysler,200,LX 4dr Sedan (3.6L 6cyl 6A),Highway:29;City:19,AUTOMATIC,4,200 Sedan,21795
Chrysler,200,S 2dr Convertible (3.6L 6cyl 6A),Highway:29;City:19,AUTOMATIC,2,200 Convertible,33445
Chrysler,200,Limited 4dr Sedan (3.6L 6cyl 6A),Highway:29;City:19,AUTOMATIC,4,200 Sedan,25695
Chrysler,200,Touring 4dr Sedan (2.4L 4cyl 6A),Highway:31;City:20,AUTOMATIC,4,200 Sedan,22995
Chrysler,200,Touring 2dr Convertible (2.4L 4cyl 6A),Highway:27;City:18,AUTOMATIC,2,200 Convertible,27950
Chrysler,300,S 4dr Sedan (3.6L 6cyl 8A),Highway:31;City:19,AUTOMATIC,4,300 Sedan,34230
Chrysler,300,C John Varvatos Luxury 4dr Sedan AWD (3.6L 6cyl 8A),Highway:27;City:18,AUTOMATIC,4,300 Sedan,44180
Chrysler,300,C 4dr Sedan AWD (3.6L 6cyl 8A),Highway:27;City:18,AUTOMATIC,4,300 Sedan,39780
Chrysler,300,4dr Sedan (3.6L 6cyl 8A),Highway:31;City:19,AUTOMATIC,4,300 Sedan,31395
Chrysler,300,4dr Sedan AWD (3.6L 6cyl 8A),Highway:27;City:18,AUTOMATIC,4,300 Sedan,33895
Chrysler,300,S 4dr Sedan AWD (3.6L 6cyl 8A),Highway:27;City:18,AUTOMATIC,4,300 Sedan,36730
Chrysler,300,C 4dr Sedan (3.6L 6cyl 8A),Highway:31;City:19,AUTOMATIC,4,300 Sedan,37280
Chrysler,300,C John Varvatos Luxury 4dr Sedan (3.6L 6cyl 8A),Highway:31;City:19,AUTOMATIC,4,300 Sedan,41680
Chrysler,Town and Country,Limited 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Town and Country Minivan,41995
Chrysler,Town and Country,Touring-L 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Town and Country Minivan,34465
Chrysler,Town and Country,Touring 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Town and Country Minivan,30765
Chrysler,Town and Country,S 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Town and Country Minivan,32995
Dodge,Avenger,R/T 4dr Sedan (3.6L 6cyl 6A),Highway:29;City:19,AUTOMATIC,4,Avenger Sedan,25795
Dodge,Avenger,SXT 4dr Sedan (2.4L 4cyl 6A),Highway:31;City:20,AUTOMATIC,4,Avenger Sedan,23295
Dodge,Avenger,SE 4dr Sedan (2.4L 4cyl 4A),Highway:29;City:21,AUTOMATIC,4,Avenger Sedan,20595
Dodge,Charger,SE 4dr Sedan (3.6L 6cyl 5A),Highway:27;City:18,AUTOMATIC,4,Charger Sedan,26995
Dodge,Charger,SXT 4dr Sedan (3.6L 6cyl 8A),Highway:31;City:19,AUTOMATIC,4,Charger Sedan,29695
Dodge,Charger,SXT 4dr Sedan AWD (3.6L 6cyl 8A),Highway:27;City:18,AUTOMATIC,4,Charger Sedan,32195
Dodge,Charger,R/T 4dr Sedan AWD (5.7L 8cyl 5A),Highway:23;City:15,AUTOMATIC,4,Charger Sedan,33395
Dodge,Charger,R/T 4dr Sedan (5.7L 8cyl 5A),Highway:25;City:16,AUTOMATIC,4,Charger Sedan,30695
Dodge,Dart,Limited 4dr Sedan (2.4L 4cyl 6A),Highway:35;City:23,AUTOMATIC,4,Dart Sedan,22995
Dodge,Dart,Aero 4dr Sedan (1.4L 4cyl Turbo 6M),Highway:41;City:28,MANUAL,4,Dart Sedan,19995
Dodge,Dart,SE 4dr Sedan (2.0L 4cyl 6M),Highway:36;City:25,MANUAL,4,Dart Sedan,16495
Dodge,Dart,GT 4dr Sedan (2.4L 4cyl 6M),Highway:33;City:23,MANUAL,4,Dart Sedan,20995
Dodge,Dart,SXT 4dr Sedan (2.4L 4cyl 6M),Highway:35;City:22,MANUAL,4,Dart Sedan,18595
Dodge,Durango,Citadel 4dr SUV (3.6L 6cyl 8A),Highway:25;City:18,AUTOMATIC,4,Durango SUV,40995
Dodge,Durango,SXT 4dr SUV (3.6L 6cyl 8A),Highway:25;City:18,AUTOMATIC,4,Durango SUV,29995
Dodge,Durango,Limited 4dr SUV AWD (3.6L 6cyl 8A),Highway:24;City:17,AUTOMATIC,4,Durango SUV,38895
Dodge,Durango,R/T 4dr SUV AWD (5.7L 8cyl 8A),Highway:22;City:14,AUTOMATIC,4,Durango SUV,41695
Dodge,Durango,Limited 4dr SUV (3.6L 6cyl 8A),Highway:25;City:18,AUTOMATIC,4,Durango SUV,36495
Dodge,Durango,Citadel 4dr SUV AWD (3.6L 6cyl 8A),Highway:24;City:17,AUTOMATIC,4,Durango SUV,43395
Dodge,Durango,SXT 4dr SUV AWD (3.6L 6cyl 8A),Highway:24;City:17,AUTOMATIC,4,Durango SUV,32395
Dodge,Durango,R/T 4dr SUV (5.7L 8cyl 8A),Highway:23;City:14,AUTOMATIC,4,Durango SUV,39295
Dodge,Grand Caravan,SE 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Grand Caravan Minivan,20895
Dodge,Grand Caravan,SXT 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Grand Caravan Minivan,26995
Dodge,Grand Caravan,R/T 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Grand Caravan Minivan,29995
Dodge,Journey,R/T 4dr SUV AWD (3.6L 6cyl 6A),Highway:24;City:16,AUTOMATIC,4,Journey SUV,30895
Dodge,Journey,SXT 4dr SUV AWD (3.6L 6cyl 6A),Highway:24;City:16,AUTOMATIC,4,Journey SUV,26795
Dodge,Journey,SXT 4dr SUV (2.4L 4cyl 4A),Highway:26;City:19,AUTOMATIC,4,Journey SUV,23295
Dodge,Journey,Crossroad 4dr SUV (2.4L 4cyl 4A),Highway:26;City:19,AUTOMATIC,4,Journey SUV,24995
Dodge,Journey,Limited 4dr SUV (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Journey SUV,28595
Dodge,Journey,R/T 4dr SUV (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Journey SUV,28995
Dodge,Journey,SE 4dr SUV AWD (3.6L 6cyl 6A),Highway:24;City:16,AUTOMATIC,4,Journey SUV,24995
Dodge,Journey,Limited 4dr SUV AWD (3.6L 6cyl 6A),Highway:24;City:16,AUTOMATIC,4,Journey SUV,30495
Dodge,Journey,Crossroad 4dr SUV AWD (3.6L 6cyl 6A),Highway:24;City:16,AUTOMATIC,4,Journey SUV,28395
Dodge,Journey,SE 4dr SUV (2.4L 4cyl 4A),Highway:26;City:19,AUTOMATIC,4,Journey SUV,19995
Dodge,SRT Viper,GTS 2dr Coupe (8.4L 10cyl 6M),Highway:19;City:12,MANUAL,2,SRT Viper Coupe,107385
Dodge,SRT Viper,2dr Coupe (8.4L 10cyl 6M),Highway:19;City:12,MANUAL,2,SRT Viper Coupe,84885
FIAT,500,Sport 2dr Hatchback (1.4L 4cyl 5M),Highway:40;City:31,MANUAL,2,500 Hatchback,17500
FIAT,500,Lounge 2dr Hatchback (1.4L 4cyl 5M),Highway:40;City:31,MANUAL,2,500 Hatchback,18500
FIAT,500,Abarth 2dr Hatchback (1.4L 4cyl Turbo 5M),Highway:34;City:28,MANUAL,2,500 Abarth,22195
FIAT,500,Pop 2dr Hatchback (1.4L 4cyl 5M),Highway:40;City:31,MANUAL,2,500 Hatchback,16195
FIAT,500,Turbo 2dr Hatchback (1.4L 4cyl Turbo 5M),Highway:34;City:28,MANUAL,2,500 Hatchback,19500
FIAT,500L,Pop 4dr Wagon (1.4L 4cyl Turbo 6M),Highway:33;City:25,MANUAL,4,500L Wagon,19195
FIAT,500L,Easy 4dr Wagon (1.4L 4cyl Turbo 6AM),Highway:33;City:24,MANUAL,4,500L Wagon,20395
FIAT,500L,Lounge 4dr Wagon (1.4L 4cyl Turbo 6AM),Highway:33;City:24,AUTOMATED MANUAL,4,500L Wagon,24395
FIAT,500L,Trekking 4dr Wagon (1.4L 4cyl Turbo 6AM),Highway:33;City:24,MANUAL,4,500L Wagon,21395
FIAT,500e,2dr Hatchback (electric DD),Highway:108;City:122,DIRECT DRIVE,2,500e Hatchback,31800
Ford,C-Max Energi,SEL 4dr Wagon (2.0L 4cyl gas/electric hybrid CVT),Highway:;City:,AUTOMATIC,4,C-Max Energi Wagon,31635
Ford,C-Max Hybrid,SE 4dr Wagon (2.0L 4cyl gas/electric hybrid CVT),Highway:37;City:42,AUTOMATIC,4,C-Max Hybrid Wagon,24170
Ford,C-Max Hybrid,SEL 4dr Wagon (2.0L 4cyl gas/electric hybrid CVT),Highway:37;City:42,AUTOMATIC,4,C-Max Hybrid Wagon,27170
Ford,Edge,SE 4dr SUV (3.5L 6cyl 6A),Highway:27;City:19,AUTOMATIC,4,Edge SUV,28100
Ford,Edge,SEL 4dr SUV (3.5L 6cyl 6A),Highway:27;City:19,AUTOMATIC,4,Edge SUV,31300
Ford,Edge,Limited 4dr SUV (3.5L 6cyl 6A),Highway:27;City:19,AUTOMATIC,4,Edge SUV,35100
Ford,Edge,Sport 4dr SUV AWD (3.7L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,Edge SUV,39550
Ford,Edge,SE 4dr SUV AWD (3.5L 6cyl 6A),Highway:25;City:18,AUTOMATIC,4,Edge SUV,30050
Ford,Edge,Sport 4dr SUV (3.7L 6cyl 6A),Highway:26;City:19,AUTOMATIC,4,Edge SUV,37600
Ford,Edge,SEL 4dr SUV AWD (3.5L 6cyl 6A),Highway:25;City:18,AUTOMATIC,4,Edge SUV,33250
Ford,Edge,Limited 4dr SUV AWD (3.5L 6cyl 6A),Highway:25;City:18,AUTOMATIC,4,Edge SUV,37050
Ford,Escape,SE 4dr SUV (1.6L 4cyl Turbo 6A),Highway:32;City:23,AUTOMATIC,4,Escape SUV,25550
Ford,Escape,S 4dr SUV (2.5L 4cyl 6A),Highway:31;City:22,AUTOMATIC,4,Escape SUV,23100
Ford,Escape,Titanium 4dr SUV (1.6L 4cyl Turbo 6A),Highway:32;City:23,AUTOMATIC,4,Escape SUV,29100
Ford,Escape,SE 4dr SUV AWD (1.6L 4cyl Turbo 6A),Highway:30;City:22,AUTOMATIC,4,Escape SUV,27300
Ford,Escape,Titanium 4dr SUV AWD (1.6L 4cyl Turbo 6A),Highway:30;City:22,AUTOMATIC,4,Escape SUV,30850
Ford,Explorer,Limited 4dr SUV (3.5L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Explorer SUV,38100
Ford,Explorer,XLT 4dr SUV (3.5L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Explorer SUV,32900
Ford,Explorer,4dr SUV AWD (3.5L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,Explorer SUV,32015
Ford,Explorer,4dr SUV (3.5L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Explorer SUV,30015
Ford,Explorer,XLT 4dr SUV AWD (3.5L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,Explorer SUV,34900
Ford,Explorer,Sport 4dr SUV AWD (3.5L 6cyl Turbo 6A),Highway:22;City:16,AUTOMATIC,4,Explorer SUV,41675
Ford,Explorer,Limited 4dr SUV AWD (3.5L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,Explorer SUV,40100
Ford,F-150,XLT 4dr SuperCrew 5.5 ft. SB (3.7L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,F-150 SuperCrew,35535
Ford,F-150,Lariat 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,43865
Ford,F-150,XL 4dr SuperCab 4WD 6.5 ft. SB (3.7L 6cyl 6A),Highway:21;City:16,AUTOMATIC,4,F-150 SuperCab,32365
Ford,F-150,Platinum 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,51630
Ford,F-150,XLT 4dr SuperCrew 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,36835
Ford,F-150,XLT 4dr SuperCab 6.5 ft. SB (3.7L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,F-150 SuperCab,33035
Ford,F-150,XLT 4dr SuperCab 8 ft. LB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCab,34335
Ford,F-150,STX 4dr SuperCab 4WD 6.5 ft. SB (3.7L 6cyl 6A),Highway:21;City:16,AUTOMATIC,4,F-150 SuperCab,34885
Ford,F-150,King Ranch 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,48605
Ford,F-150,FX4 4dr SuperCab 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCab,40570
Ford,F-150,Lariat 4dr SuperCab 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCab,37640
Ford,F-150,Platinum 4dr SuperCrew 5.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,47905
Ford,F-150,XLT 4dr SuperCab 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCab,34035
Ford,F-150,Lariat 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,43570
Ford,F-150,Limited 4dr SuperCrew 4WD 5.5 ft. SB (3.5L 6cyl Turbo 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,54410
Ford,F-150,XL 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,37015
Ford,F-150,Lariat 4dr SuperCrew 5.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,40140
Ford,F-150,XLT 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,40260
Ford,F-150,Limited 4dr SuperCrew 5.5 ft. SB (3.5L 6cyl Turbo 6A),Highway:22;City:16,AUTOMATIC,4,F-150 SuperCrew,50985
Ford,F-150,XLT 4dr SuperCab 4WD 8 ft. LB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCab,37760
Ford,F-150,STX 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,38385
Ford,F-150,XL 4dr SuperCrew 5.5 ft. SB (3.7L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,F-150 SuperCrew,32590
Ford,F-150,STX 4dr SuperCab 6.5 ft. SB (3.7L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,F-150 SuperCab,31460
Ford,F-150,Lariat 4dr SuperCab 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCab,41065
Ford,F-150,XL 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,37315
Ford,F-150,XLT 4dr SuperCrew 5.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,36535
Ford,F-150,Lariat 4dr SuperCrew 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,40440
Ford,F-150,XLT 4dr SuperCab 4WD 6.5 ft. SB (3.7L 6cyl 6A),Highway:21;City:16,AUTOMATIC,4,F-150 SuperCab,36460
Ford,F-150,King Ranch 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,48305
Ford,F-150,XLT 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,39960
Ford,F-150,FX4 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,43075
Ford,F-150,FX2 4dr SuperCab 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCab,36455
Ford,F-150,FX4 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,43370
Ford,F-150,XL 4dr SuperCab 6.5 ft. SB (3.7L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,F-150 SuperCab,28940
Ford,F-150,STX 4dr SuperCrew 5.5 ft. SB (3.7L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,F-150 SuperCrew,33960
Ford,F-150,Platinum 4dr SuperCrew 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,48205
Ford,F-150,FX2 4dr SuperCrew 5.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,38995
Ford,F-150,Platinum 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCrew,51330
Ford,F-150,XL 4dr SuperCab 4WD 8 ft. LB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCab,33660
Ford,F-150,XL 4dr SuperCab 8 ft. LB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCab,30240
Ford,F-150,King Ranch 4dr SuperCrew 5.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,44880
Ford,F-150,XLT 4dr SuperCab 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:19;City:14,AUTOMATIC,4,F-150 SuperCab,37460
Ford,F-150,King Ranch 4dr SuperCrew 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,45180
Ford,F-150,XL 4dr SuperCrew 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,33890
Ford,F-250 Super Duty,King Ranch 4dr Crew Cab SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,49515
Ford,F-250 Super Duty,King Ranch 4dr Crew Cab 4WD LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,52910
Ford,F-250 Super Duty,XLT 4dr Crew Cab 4WD LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,41465
Ford,F-250 Super Duty,XLT 4dr Crew Cab SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,38470
Ford,F-250 Super Duty,Platinum 4dr Crew Cab 4WD LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,53600
Ford,F-250 Super Duty,Platinum 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,53400
Ford,F-250 Super Duty,Lariat 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,47315
Ford,F-250 Super Duty,King Ranch 4dr Crew Cab LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,49715
Ford,F-250 Super Duty,XLT 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,41265
Ford,F-250 Super Duty,XLT 4dr Crew Cab LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,38665
Ford,F-250 Super Duty,Lariat 4dr Crew Cab SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,44130
Ford,F-250 Super Duty,Lariat 4dr Crew Cab LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,44330
Ford,F-250 Super Duty,XL 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,36430
Ford,F-250 Super Duty,King Ranch 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,52710
Ford,F-250 Super Duty,Lariat 4dr Crew Cab 4WD LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,47520
Ford,F-250 Super Duty,XL 4dr Crew Cab LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,33830
Ford,F-250 Super Duty,XL 4dr Crew Cab SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,33630
Ford,F-250 Super Duty,XL 4dr Crew Cab 4WD LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,36635
Ford,F-350 Super Duty,Platinum 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,54300
Ford,F-350 Super Duty,Platinum 4dr Crew Cab LB DRW (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,52510
Ford,F-350 Super Duty,XL 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,37335
Ford,F-350 Super Duty,King Ranch 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,53610
Ford,F-350 Super Duty,XL 4dr Crew Cab 4WD LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,37530
Ford,F-350 Super Duty,King Ranch 4dr Crew Cab SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,50415
Ford,F-350 Super Duty,XLT 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,42170
Ford,F-350 Super Duty,Lariat 4dr Crew Cab SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,45025
Ford,F-350 Super Duty,King Ranch 4dr Crew Cab 4WD LB DRW (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,55010
Ford,F-350 Super Duty,XL 4dr Crew Cab LB DRW (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,35930
Ford,F-350 Super Duty,XLT 4dr Crew Cab 4WD LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,42365
Ford,F-350 Super Duty,Lariat 4dr Crew Cab LB DRW (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,46425
Ford,F-350 Super Duty,King Ranch 4dr Crew Cab LB DRW (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,51815
Ford,F-350 Super Duty,XLT 4dr Crew Cab SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,39370
Ford,F-350 Super Duty,Lariat 4dr Crew Cab 4WD LB DRW (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,49620
Ford,F-350 Super Duty,Lariat 4dr Crew Cab LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,45225
Ford,F-350 Super Duty,Lariat 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,48215
Ford,F-350 Super Duty,XL 4dr Crew Cab 4WD LB DRW (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,38730
Ford,F-350 Super Duty,XLT 4dr Crew Cab LB DRW (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,40765
Ford,F-350 Super Duty,King Ranch 4dr Crew Cab LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,50620
Ford,F-350 Super Duty,XL 4dr Crew Cab SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,34530
Ford,F-350 Super Duty,XLT 4dr Crew Cab 4WD LB DRW (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,43570
Ford,F-350 Super Duty,XLT 4dr Crew Cab LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,39565
Ford,F-350 Super Duty,Platinum 4dr Crew Cab 4WD LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,54500
Ford,F-350 Super Duty,Lariat 4dr Crew Cab 4WD LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,48415
Ford,F-350 Super Duty,Platinum 4dr Crew Cab 4WD LB DRW (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-350 Super Duty Crew Cab,55700
